s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	module	path	params
5.54	367.68	769.56	230.72	247.85	0.43	0.02	78.19	4.93	flow_metrics	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/cyanno/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
83.69	1650.01	9341.31	1530.38	1560.02	461.36	2683.5	16.6	28.22	cygate	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/cygate/default/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
5.49	427.78	795.41	258.12	279.33	0.46	0.01	72.69	4.54	flow_metrics	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/cygate/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
56.04	1090.09	3659.93	1111.37	1133.22	456.83	0.6	82.53	47.31	dgcytof	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/dgcytof/default/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
5.88	384.69	797.7	259.81	279.99	1.0	0.12	69.33	5.03	flow_metrics	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/dgcytof/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
2220.53	2978.32	18809.39	2841.52	2856.19	589.06	912.41	97.39	2164.03	gatemeclass	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/gatemeclass/.403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; analysis gatemeclass .403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780 {""GMM_parameterization"": ""E"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""};"
5.56	365.65	768.57	228.8	250.8	0.98	0.02	69.62	4.92	flow_metrics	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/gatemeclass/.403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; analysis gatemeclass .403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780 {""GMM_parameterization"": ""E"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
2053.46	2619.59	18810.0	2482.94	2497.25	675.02	912.59	97.58	2006.93	gatemeclass	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/gatemeclass/.fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; analysis gatemeclass .fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341 {""GMM_parameterization"": ""V"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""};"
5.51	367.89	769.55	230.63	250.13	0.41	0.04	70.95	4.82	flow_metrics	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/gatemeclass/.fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; analysis gatemeclass .fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341 {""GMM_parameterization"": ""V"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
20.45	1065.45	1564.54	854.83	894.23	456.69	2.75	82.89	17.58	knn	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/knn/default/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
5.56	362.13	770.78	223.84	240.9	1.09	0.1	71.27	4.63	flow_metrics	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/knn/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
34.15	541.89	19450.24	426.23	438.41	186.55	910.11	29.72	10.9	lda	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/lda/default/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
5.24	385.94	754.55	229.88	257.64	0.48	0.05	77.36	4.7	flow_metrics	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/lda/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
46.35	308.24	18813.01	184.14	195.75	350.59	0.28	15.8	8.39	random	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/random/default/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
6.7	395.76	797.71	258.95	275.97	0.52	0.18	67.5	5.72	flow_metrics	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/random/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
67.3	204.11	404.08	106.8	112.49	200.57	2094.3	35.89	25.12	data_stratify	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
43.35	511.14	1912.56	419.35	441.86	522.26	0.08	139.73	60.35	cyanno	out/data/data_import/.0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49/preprocessing/data_preprocessing/.22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200/stratify/data_stratify/.e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62/analysis/cyanno/default/data_import_performance.txt	" data data_import .0ae9f7324ee5a642b89ce6fd1b552168a657ab54ea9b707cea27cde3fb8ebc49 {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""100000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .22704ed374bbace5c19a5ca6efd8bf95d27c12041c8ec4e35cdfdad58efa8200 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""1""}; stratify data_stratify .e924e671977a35b401c5c23aaf1308ed57ddaf256c55741b97fd498c2a244b62 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""false""};"
